timestamp	idf_value	term	count	amount_tweets
1405285124	NaN	goal	NaN	118
1405285124	NaN	goetze	NaN	118
1405285124	NaN	scored	NaN	118
1405285124	NaN	mario	NaN	118
1405285124	NaN	fifaworldcup	NaN	118
1405285124	NaN	germany	NaN	118
1405285124	3.672072335797555	world	3	118
1405285125	4.774912960575186	goal	2	237
1405285125	NaN	goetze	NaN	237
1405285125	NaN	scored	NaN	237
1405285125	NaN	mario	NaN	237
1405285125	NaN	fifaworldcup	NaN	237
1405285125	5.4680601411351315	germany	1	237
1405285125	3.3886185994552953	world	8	237
1405285126	5.236441962829949	goal	1	188
1405285126	NaN	goetze	NaN	188
1405285126	NaN	scored	NaN	188
1405285126	NaN	mario	NaN	188
1405285126	NaN	fifaworldcup	NaN	188
1405285126	4.543294782270004	germany	2	188
1405285126	4.137829674161839	world	3	188
1405285127	NaN	goal	NaN	199
1405285127	NaN	goetze	NaN	199
1405285127	NaN	scored	NaN	199
1405285127	NaN	mario	NaN	199
1405285127	5.293304824724492	fifaworldcup	1	199
1405285127	5.293304824724492	germany	1	199
1405285127	5.293304824724492	world	1	199
1405285128	NaN	goal	NaN	204
1405285128	NaN	goetze	NaN	204
1405285128	NaN	scored	NaN	204
1405285128	NaN	mario	NaN	204
1405285128	NaN	fifaworldcup	NaN	204
1405285128	4.624972813284271	germany	2	204
1405285128	4.624972813284271	world	2	204
1405285129	5.187385805840755	goal	1	179
1405285129	NaN	goetze	NaN	179
1405285129	5.187385805840755	scored	1	179
1405285129	NaN	mario	NaN	179
1405285129	5.187385805840755	fifaworldcup	1	179
1405285129	NaN	germany	NaN	179
1405285129	4.4942386252808095	world	2	179
1405285130	5.214935757608986	goal	1	184
1405285130	NaN	goetze	NaN	184
1405285130	NaN	scored	NaN	184
1405285130	NaN	mario	NaN	184
1405285130	5.214935757608986	fifaworldcup	1	184
1405285130	4.116323468940876	germany	3	184
1405285130	5.214935757608986	world	1	184
1405285131	NaN	goal	NaN	151
1405285131	NaN	goetze	NaN	151
1405285131	NaN	scored	NaN	151
1405285131	NaN	mario	NaN	151
1405285131	NaN	fifaworldcup	NaN	151
1405285131	5.017279836814924	germany	1	151
1405285131	3.9186675481468147	world	3	151
1405285132	NaN	goal	NaN	201
1405285132	NaN	goetze	NaN	201
1405285132	NaN	scored	NaN	201
1405285132	NaN	mario	NaN	201
1405285132	NaN	fifaworldcup	NaN	201
1405285132	NaN	germany	NaN	201
1405285132	4.61015772749913	world	2	201
1405285133	5.3706380281276624	goal	1	215
1405285133	NaN	goetze	NaN	215
1405285133	NaN	scored	NaN	215
1405285133	5.3706380281276624	mario	1	215
1405285133	NaN	fifaworldcup	NaN	215
1405285133	3.7612001156935624	germany	5	215
1405285133	5.3706380281276624	world	1	215
1405285134	NaN	goal	NaN	194
1405285134	NaN	goetze	NaN	194
1405285134	NaN	scored	NaN	194
1405285134	NaN	mario	NaN	194
1405285134	NaN	fifaworldcup	NaN	194
1405285134	4.169245870395218	germany	3	194
1405285134	3.8815637979434374	world	4	194
1405285135	NaN	goal	NaN	211
1405285135	NaN	goetze	NaN	211
1405285135	NaN	scored	NaN	211
1405285135	NaN	mario	NaN	211
1405285135	NaN	fifaworldcup	NaN	211
1405285135	3.742420221041966	germany	5	211
1405285135	3.742420221041966	world	5	211
1405285136	NaN	goal	NaN	231
1405285136	NaN	goetze	NaN	231
1405285136	5.442417710521793	scored	1	231
1405285136	NaN	mario	NaN	231
1405285136	NaN	fifaworldcup	NaN	231
1405285136	4.749270529961848	germany	2	231
1405285136	4.056123349401903	world	4	231
1405285137	5.231108616854587	goal	1	187
1405285137	NaN	goetze	NaN	187
1405285137	NaN	scored	NaN	187
1405285137	5.231108616854587	mario	1	187
1405285137	5.231108616854587	fifaworldcup	1	187
1405285137	4.537961436294641	germany	2	187
1405285137	5.231108616854587	world	1	187
1405285138	NaN	goal	NaN	184
1405285138	NaN	goetze	NaN	184
1405285138	NaN	scored	NaN	184
1405285138	NaN	mario	NaN	184
1405285138	5.214935757608986	fifaworldcup	1	184
1405285138	3.828641396489095	germany	4	184
1405285138	4.5217885770490405	world	2	184
1405285139	NaN	goal	NaN	194
1405285139	NaN	goetze	NaN	194
1405285139	NaN	scored	NaN	194
1405285139	NaN	mario	NaN	194
1405285139	NaN	fifaworldcup	NaN	194
1405285139	3.8815637979434374	germany	4	194
1405285139	4.169245870395218	world	3	194
1405285140	NaN	goal	NaN	204
1405285140	NaN	goetze	NaN	204
1405285140	NaN	scored	NaN	204
1405285140	NaN	mario	NaN	204
1405285140	NaN	fifaworldcup	NaN	204
1405285140	4.219507705176107	germany	3	204
1405285140	4.219507705176107	world	3	204
1405285141	5.030437921392435	goal	1	153
1405285141	NaN	goetze	NaN	153
1405285141	NaN	scored	NaN	153
1405285141	NaN	mario	NaN	153
1405285141	NaN	fifaworldcup	NaN	153
1405285141	4.33729074083249	germany	2	153
1405285141	4.33729074083249	world	2	153
1405285142	5.288267030694535	goal	1	198
1405285142	NaN	goetze	NaN	198
1405285142	5.288267030694535	scored	1	198
1405285142	NaN	mario	NaN	198
1405285142	NaN	fifaworldcup	NaN	198
1405285142	3.6788291182604347	germany	5	198
1405285142	3.901972669574645	world	4	198
1405285143	4.718498871295094	goal	2	224
1405285143	NaN	goetze	NaN	224
1405285143	NaN	scored	NaN	224
1405285143	NaN	mario	NaN	224
1405285143	NaN	fifaworldcup	NaN	224
1405285143	4.718498871295094	germany	2	224
1405285143	4.02535169073515	world	4	224
1405285144	5.3612921657094255	goal	1	213
1405285144	NaN	goetze	NaN	213
1405285144	NaN	scored	NaN	213
1405285144	NaN	mario	NaN	213
1405285144	NaN	fifaworldcup	NaN	213
1405285144	3.9749978045895347	germany	4	213
1405285144	4.2626798770413155	world	3	213
1405285145	5.424950017481403	goal	1	227
1405285145	NaN	goetze	NaN	227
1405285145	NaN	scored	NaN	227
1405285145	NaN	mario	NaN	227
1405285145	NaN	fifaworldcup	NaN	227
1405285145	4.038655656361512	germany	4	227
1405285145	4.038655656361512	world	4	227
1405285134	4.00277736869661	goal	4	219
1405285134	NaN	goetze	NaN	219
1405285134	NaN	scored	NaN	219
1405285134	NaN	mario	NaN	219
1405285134	NaN	fifaworldcup	NaN	219
1405285134	3.597312260588446	germany	6	219
1405285134	4.695924549256556	world	2	219
1405285147	4.61512051684126	goal	2	202
1405285147	NaN	goetze	NaN	202
1405285147	NaN	scored	NaN	202
1405285147	NaN	mario	NaN	202
1405285147	NaN	fifaworldcup	NaN	202
1405285147	3.9219733362813143	germany	4	202
1405285147	NaN	world	NaN	202
1405285148	5.356586274672012	goal	1	212
1405285148	NaN	goetze	NaN	212
1405285148	NaN	scored	NaN	212
1405285148	NaN	mario	NaN	212
1405285148	NaN	fifaworldcup	NaN	212
1405285148	3.4106761256166993	germany	7	212
1405285148	3.7471483622379123	world	5	212
1405285149	5.393627546352362	goal	1	220
1405285149	NaN	goetze	NaN	220
1405285149	NaN	scored	NaN	220
1405285149	NaN	mario	NaN	220
1405285149	NaN	fifaworldcup	NaN	220
1405285149	4.295015257684252	germany	3	220
1405285149	4.295015257684252	world	3	220
1405285150	4.804021044733257	goal	2	244
1405285150	NaN	goetze	NaN	244
1405285150	NaN	scored	NaN	244
1405285150	NaN	mario	NaN	244
1405285150	NaN	fifaworldcup	NaN	244
1405285150	3.5512580762378887	germany	7	244
1405285150	3.7054087560651467	world	6	244
1405285138	5.2832037287379885	goal	1	197
1405285138	NaN	goetze	NaN	197
1405285138	NaN	scored	NaN	197
1405285138	NaN	mario	NaN	197
1405285138	5.2832037287379885	fifaworldcup	1	197
1405285138	4.590056548178043	germany	2	197
1405285138	3.8969093676180977	world	4	197
1405285152	5.272999558563747	goal	1	195
1405285152	NaN	goetze	NaN	195
1405285152	NaN	scored	NaN	195
1405285152	NaN	mario	NaN	195
1405285152	NaN	fifaworldcup	NaN	195
1405285152	5.272999558563747	germany	1	195
1405285152	3.3270894095084333	world	7	195
1405285153	5.10594547390058	goal	1	165
1405285153	NaN	goetze	NaN	165
1405285153	NaN	scored	NaN	165
1405285153	NaN	mario	NaN	165
