timestamp	idf_value	term	count	amount_tweets
1366048907	NaN	boston	NaN	392
1366048907	NaN	marathon	NaN	392
1366048907	NaN	explosion	NaN	392
1366048908	NaN	boston	NaN	448
1366048908	NaN	marathon	NaN	448
1366048908	NaN	explosion	NaN	448
1366048909	NaN	boston	NaN	527
1366048909	NaN	marathon	NaN	527
1366048909	NaN	explosion	NaN	527
1366048910	NaN	boston	NaN	439
1366048910	6.0844994130751715	marathon	1	439
1366048910	NaN	explosion	NaN	439
1366048911	6.293419278846481	boston	1	541
1366048911	6.293419278846481	marathon	1	541
1366048911	NaN	explosion	NaN	541
1366048912	NaN	boston	NaN	435
1366048912	NaN	marathon	NaN	435
1366048912	NaN	explosion	NaN	435
1366048913	NaN	boston	NaN	525
1366048913	6.263398262591624	marathon	1	525
1366048913	NaN	explosion	NaN	525
1366048914	6.124683390894205	boston	1	457
1366048914	6.124683390894205	marathon	1	457
1366048914	NaN	explosion	NaN	457
1366048915	NaN	boston	NaN	486
1366048915	NaN	marathon	NaN	486
1366048915	NaN	explosion	NaN	486
1366048916	NaN	boston	NaN	515
1366048916	NaN	marathon	NaN	515
1366048916	NaN	explosion	NaN	515
1366048917	6.163314804034641	boston	1	475
1366048917	NaN	marathon	NaN	475
1366048917	NaN	explosion	NaN	475
1366048918	NaN	boston	NaN	557
1366048918	NaN	marathon	NaN	557
1366048918	NaN	explosion	NaN	557
1366048919	6.218600119691729	boston	1	502
1366048919	6.218600119691729	marathon	1	502
1366048919	NaN	explosion	NaN	502
1366048920	NaN	boston	NaN	531
1366048920	NaN	marathon	NaN	531
1366048920	NaN	explosion	NaN	531
1366048921	NaN	boston	NaN	453
1366048921	NaN	marathon	NaN	453
1366048921	NaN	explosion	NaN	453
1366048922	NaN	boston	NaN	428
1366048922	NaN	marathon	NaN	428
1366048922	NaN	explosion	NaN	428
1366048923	5.5073619934827445	boston	2	493
1366048923	5.101896885374581	marathon	3	493
1366048923	NaN	explosion	NaN	493
1366048924	NaN	boston	NaN	158
1366048924	NaN	marathon	NaN	158
1366048924	NaN	explosion	NaN	158
1366048924	5.978885764901122	boston	1	395
1366048924	NaN	marathon	NaN	395
1366048924	NaN	explosion	NaN	395
1366048925	NaN	boston	NaN	470
1366048925	6.152732694704104	marathon	1	470
1366048925	NaN	explosion	NaN	470
1366048926	NaN	boston	NaN	510
1366048926	NaN	marathon	NaN	510
1366048926	NaN	explosion	NaN	510
1366048927	NaN	boston	NaN	506
1366048927	NaN	marathon	NaN	506
1366048927	NaN	explosion	NaN	506
1366048929	NaN	boston	NaN	447
1366048929	NaN	marathon	NaN	447
1366048929	NaN	explosion	NaN	447
1366048929	6.1463292576688975	boston	1	467
1366048929	6.1463292576688975	marathon	1	467
1366048929	NaN	explosion	NaN	467
1366048931	NaN	boston	NaN	541
1366048931	NaN	marathon	NaN	541
1366048931	NaN	explosion	NaN	541
1366048932	NaN	boston	NaN	529
1366048932	6.270988431858299	marathon	1	529
1366048932	NaN	explosion	NaN	529
1366048933	NaN	boston	NaN	564
1366048933	NaN	marathon	NaN	564
1366048933	NaN	explosion	NaN	564
1366048934	NaN	boston	NaN	560
1366048934	6.327936783729195	marathon	1	560
1366048934	NaN	explosion	NaN	560
1366048935	NaN	boston	NaN	583
1366048935	NaN	marathon	NaN	583
1366048935	NaN	explosion	NaN	583
1366048936	NaN	boston	NaN	587
1366048936	NaN	marathon	NaN	587
1366048936	NaN	explosion	NaN	587
1366048937	NaN	boston	NaN	455
1366048937	NaN	marathon	NaN	455
1366048937	NaN	explosion	NaN	455
1366048938	NaN	boston	NaN	494
1366048938	NaN	marathon	NaN	494
1366048938	NaN	explosion	NaN	494
1366048939	NaN	boston	NaN	494
1366048939	NaN	marathon	NaN	494
1366048939	NaN	explosion	NaN	494
1366048940	NaN	boston	NaN	135
1366048940	NaN	marathon	NaN	135
1366048940	NaN	explosion	NaN	135
1366048940	NaN	boston	NaN	390
1366048940	NaN	marathon	NaN	390
1366048940	NaN	explosion	NaN	390
1366048942	NaN	boston	NaN	851
1366048942	NaN	marathon	NaN	851
1366048942	NaN	explosion	NaN	851
1366048943	NaN	boston	NaN	532
1366048943	6.2766434893416445	marathon	1	532
1366048943	NaN	explosion	NaN	532
1366048944	NaN	boston	NaN	445
1366048944	NaN	marathon	NaN	445
1366048944	NaN	explosion	NaN	445
1366048945	NaN	boston	NaN	558
1366048945	NaN	marathon	NaN	558
1366048945	NaN	explosion	NaN	558
1366048946	NaN	boston	NaN	483
1366048946	NaN	marathon	NaN	483
1366048946	NaN	explosion	NaN	483
1366048947	NaN	boston	NaN	482
1366048947	NaN	marathon	NaN	482
1366048947	NaN	explosion	NaN	482
1366048948	NaN	boston	NaN	491
1366048948	6.19644412779452	marathon	1	491
1366048948	NaN	explosion	NaN	491
1366048949	NaN	boston	NaN	434
1366048949	NaN	marathon	NaN	434
1366048949	NaN	explosion	NaN	434
1366048950	6.270988431858299	boston	1	529
1366048950	NaN	marathon	NaN	529
1366048950	NaN	explosion	NaN	529
1366048951	6.173786103901937	boston	1	480
1366048951	NaN	marathon	NaN	480
1366048951	NaN	explosion	NaN	480
1366048952	NaN	boston	NaN	460
1366048952	NaN	marathon	NaN	460
1366048952	NaN	explosion	NaN	460
1366048953	6.220590170099739	boston	1	503
1366048953	6.220590170099739	marathon	1	503
1366048953	6.220590170099739	explosion	1	503
1366048954	NaN	boston	NaN	472
1366048954	NaN	marathon	NaN	472
1366048954	NaN	explosion	NaN	472
1366048955	NaN	boston	NaN	480
1366048955	NaN	marathon	NaN	480
1366048955	NaN	explosion	NaN	480
1366048956	NaN	boston	NaN	465
1366048956	6.142037405587356	marathon	1	465
1366048956	NaN	explosion	NaN	465
1366048957	NaN	boston	NaN	110
1366048957	NaN	marathon	NaN	110
1366048957	NaN	explosion	NaN	110
1366048957	NaN	boston	NaN	372
1366048957	NaN	marathon	NaN	372
1366048957	NaN	explosion	NaN	372
1366048959	6.282266746896006	boston	1	535
1366048959	NaN	marathon	NaN	535
1366048959	NaN	explosion	NaN	535
1366048960	NaN	boston	NaN	583
1366048960	NaN	marathon	NaN	583
1366048960	NaN	explosion	NaN	583
1366048961	5.70877001616724	boston	2	603
1366048961	5.70877001616724	marathon	2	603
1366048961	NaN	explosion	NaN	603
1366048962	NaN	boston	NaN	425
1366048962	6.052089168924417	marathon	1	425
1366048962	NaN	explosion	NaN	425
1366048963	NaN	boston	NaN	506
1366048963	NaN	marathon	NaN	506
1366048963	NaN	explosion	NaN	506
1366048964	NaN	boston	NaN	449
1366048964	NaN	marathon	NaN	449
1366048964	NaN	explosion	NaN	449
1366048965	NaN	boston	NaN	500
1366048965	NaN	marathon	NaN	500
1366048965	NaN	explosion	NaN	500
1366048966	NaN	boston	NaN	468
1366048966	NaN	marathon	NaN	468
1366048966	NaN	explosion	NaN	468
1366048967	NaN	boston	NaN	558
1366048967	6.324358962381311	marathon	1	558
1366048967	NaN	explosion	NaN	558
1366048968	6.214608098422191	boston	1	500
1366048968	NaN	marathon	NaN	500
1366048968	NaN	explosion	NaN	500
1366048969	NaN	boston	NaN	505
1366048969	NaN	marathon	NaN	505
1366048969	NaN	explosion	NaN	505
1366048970	NaN	boston	NaN	545
1366048970	NaN	marathon	NaN	545
1366048970	NaN	explosion	NaN	545
1366048971	NaN	boston	NaN	550
1366048971	NaN	marathon	NaN	550
1366048971	NaN	explosion	NaN	550
1366048972	NaN	boston	NaN	486
1366048972	NaN	marathon	NaN	486
1366048972	NaN	explosion	NaN	486
1366048973	NaN	boston	NaN	473
1366048973	NaN	marathon	NaN	473
1366048973	NaN	explosion	NaN	473
1366048974	NaN	boston	NaN	133
1366048974	NaN	marathon	NaN	133
1366048974	NaN	explosion	NaN	133
1366048975	NaN	boston	NaN	399
1366048975	NaN	marathon	NaN	399
1366048975	NaN	explosion	NaN	399
1366048976	NaN	boston	NaN	788
1366048976	NaN	marathon	NaN	788
1366048976	NaN	explosion	NaN	788
1366048977	NaN	boston	NaN	354
1366048977	NaN	marathon	NaN	354
1366048977	NaN	explosion	NaN	354
1366048978	NaN	boston	NaN	505
1366048978	NaN	marathon	NaN	505
1366048978	NaN	explosion	NaN	505
1366048979	NaN	boston	NaN	568
1366048979	NaN	marathon	NaN	568
1366048979	NaN	explosion	NaN	568
1366048980	6.113682179832232	boston	1	452
1366048980	NaN	marathon	NaN	452
1366048980	NaN	explosion	NaN	452
1366048981	NaN	boston	NaN	526
1366048981	NaN	marathon	NaN	526
1366048981	NaN	explosion	NaN	526
1366048982	NaN	boston	NaN	495
1366048982	NaN	marathon	NaN	495
1366048982	NaN	explosion	NaN	495
1366048983	NaN	boston	NaN	505
1366048983	NaN	marathon	NaN	505
1366048983	NaN	explosion	NaN	505
1366048984	6.186208623900494	boston	1	486
1366048984	NaN	marathon	NaN	486
